Date,Time,Datetime,Spot Price (NSW),Spot Price (SA),Gunning Wind Farm NSW (47 MW) - Output (MWh),Lake Bonney Wind Farm SA (159 MW) - Output (MWh)
8/02/2015,5:30:00 AM,8/02/2015 5:30,26.11,23.9,0,8.835
8/02/2015,6:00:00 AM,8/02/2015 6:00,19.35,18.46,0.165,7.5
8/02/2015,6:30:00 AM,8/02/2015 6:30,19.56,18.47,1.085,7.75
8/02/2015,7:00:00 AM,8/02/2015 7:00,22.2,20.54,1.165,7.25
8/02/2015,7:30:00 AM,8/02/2015 7:30,27.74,26.05,1.835,8
8/02/2015,8:00:00 AM,8/02/2015 8:00,25.51,25.11,2.25,12.25
8/02/2015,8:30:00 AM,8/02/2015 8:30,27.68,27.01,1.835,11.415
8/02/2015,9:00:00 AM,8/02/2015 9:00,27.63,27.55,2.835,9.165
8/02/2015,9:30:00 AM,8/02/2015 9:30,28.1,28.01,3.915,8.085
8/02/2015,10:00:00 AM,8/02/2015 10:00,27.99,27.85,7,8.415
8/02/2015,10:30:00 AM,8/02/2015 10:30,28.04,27.86,7,10.75
8/02/2015,11:00:00 AM,8/02/2015 11:00,28.28,27.65,6.165,13.25
8/02/2015,11:30:00 AM,8/02/2015 11:30,29.59,28.83,9.085,15.415
8/02/2015,12:00:00 PM,8/02/2015 12:00,31.52,30.82,8.665,14.75
8/02/2015,12:30:00 PM,8/02/2015 12:30,30.78,30.06,9.335,14.085
8/02/2015,1:00:00 PM,8/02/2015 13:00,31.74,30.38,8.25,16.665
8/02/2015,1:30:00 PM,8/02/2015 13:30,32.35,30.13,6,20.75
8/02/2015,2:00:00 PM,8/02/2015 14:00,32.58,29.98,2.75,23.25
8/02/2015,2:30:00 PM,8/02/2015 14:30,33.33,30.2,3.915,26.335
8/02/2015,3:00:00 PM,8/02/2015 15:00,34.53,33.11,4.915,25.5
8/02/2015,3:30:00 PM,8/02/2015 15:30,35.27,33.71,4.915,29.915
8/02/2015,4:00:00 PM,8/02/2015 16:00,37.08,36.59,5.585,28.335
8/02/2015,4:30:00 PM,8/02/2015 16:30,37.55,37.6,4.75,28.25
8/02/2015,5:00:00 PM,8/02/2015 17:00,41.94,41.63,3.915,27.915
8/02/2015,5:30:00 PM,8/02/2015 17:30,42.91,43.51,3.835,25.5
8/02/2015,6:00:00 PM,8/02/2015 18:00,40.12,40.81,3.415,30.165
8/02/2015,6:30:00 PM,8/02/2015 18:30,36.44,36.46,1.835,26.75
8/02/2015,7:00:00 PM,8/02/2015 19:00,34.35,33.33,9,25.415
8/02/2015,7:30:00 PM,8/02/2015 19:30,34.39,31.76,19,29.25
8/02/2015,8:00:00 PM,8/02/2015 20:00,33.17,30.79,16.085,27.335
8/02/2015,8:30:00 PM,8/02/2015 20:30,32.17,29.84,14.665,23
8/02/2015,9:00:00 PM,8/02/2015 21:00,29.16,26.4,15.415,25
8/02/2015,9:30:00 PM,8/02/2015 21:30,29.03,23.45,17.915,25.75
8/02/2015,10:00:00 PM,8/02/2015 22:00,28.09,22.09,19.335,25.585
8/02/2015,10:30:00 PM,8/02/2015 22:30,29.18,22.4,17.835,26.835
8/02/2015,11:00:00 PM,8/02/2015 23:00,27.8,21.55,16.585,24.665
8/02/2015,11:30:00 PM,8/02/2015 23:30,28.01,21.86,17.25,24.085
9/02/2015,12:00:00 AM,9/02/2015 0:00,27.3,23.23,18.915,28.5
9/02/2015,12:30:00 AM,9/02/2015 0:30,28.15,23.32,19.5,28.085
9/02/2015,1:00:00 AM,9/02/2015 1:00,24.28,19.71,19.665,24.165
9/02/2015,1:30:00 AM,9/02/2015 1:30,18.96,15.18,19.585,26.665
9/02/2015,2:00:00 AM,9/02/2015 2:00,18.96,14.29,20.5,27.915
9/02/2015,2:30:00 AM,9/02/2015 2:30,18.96,13.79,21.085,30.835
9/02/2015,3:00:00 AM,9/02/2015 3:00,18.96,13.79,20.415,34.835
9/02/2015,3:30:00 AM,9/02/2015 3:30,18.92,13.32,21.335,32.335
9/02/2015,4:00:00 AM,9/02/2015 4:00,18.96,11.35,21.75,33.665
9/02/2015,4:30:00 AM,9/02/2015 4:30,19.7,14.01,20.75,34.335
9/02/2015,5:00:00 AM,9/02/2015 5:00,23.91,14.19,21.585,35
9/02/2015,5:30:00 AM,9/02/2015 5:30,28.03,14.44,21.335,29.75
9/02/2015,6:00:00 AM,9/02/2015 6:00,26.03,15.69,20.585,22.915
9/02/2015,6:30:00 AM,9/02/2015 6:30,28.23,24.12,20.585,17.25
9/02/2015,7:00:00 AM,9/02/2015 7:00,29.15,28.23,21,17.585
9/02/2015,7:30:00 AM,9/02/2015 7:30,28.29,27.89,21.915,15.75
9/02/2015,8:00:00 AM,9/02/2015 8:00,29.85,29.32,22.165,10.165
9/02/2015,8:30:00 AM,9/02/2015 8:30,31.52,29.76,22.415,31.75
9/02/2015,9:00:00 AM,9/02/2015 9:00,34.44,32.42,21.915,40.75
9/02/2015,9:30:00 AM,9/02/2015 9:30,35.72,34.63,21.165,37.915
9/02/2015,10:00:00 AM,9/02/2015 10:00,34.92,34.45,21.25,43.335
9/02/2015,10:30:00 AM,9/02/2015 10:30,35.06,36.15,20.585,47.665
9/02/2015,11:00:00 AM,9/02/2015 11:00,34.42,36.62,20.75,41.835
9/02/2015,11:30:00 AM,9/02/2015 11:30,34.88,38.77,20.75,35.25
9/02/2015,12:00:00 PM,9/02/2015 12:00,34.96,38.91,21.5,35.165
9/02/2015,12:30:00 PM,9/02/2015 12:30,34.68,38.43,21.165,34.585
9/02/2015,1:00:00 PM,9/02/2015 13:00,34.36,37.43,20.415,35.335
9/02/2015,1:30:00 PM,9/02/2015 13:30,34.85,38.26,20.415,34.085
9/02/2015,2:00:00 PM,9/02/2015 14:00,34.97,38.32,20.415,29.335
9/02/2015,2:30:00 PM,9/02/2015 14:30,35.28,39.44,21.415,25
9/02/2015,3:00:00 PM,9/02/2015 15:00,35.6,40.65,21.585,23.335
9/02/2015,3:30:00 PM,9/02/2015 15:30,37.03,42.15,22,19.585
9/02/2015,4:00:00 PM,9/02/2015 16:00,39.49,44.61,22.665,20.5
9/02/2015,4:30:00 PM,9/02/2015 16:30,38.43,44.66,22.5,24.085
9/02/2015,5:00:00 PM,9/02/2015 17:00,39.11,45.7,22.75,21.25
9/02/2015,5:30:00 PM,9/02/2015 17:30,35.01,42.74,22.335,16.75
9/02/2015,6:00:00 PM,9/02/2015 18:00,34.96,42.99,22.5,16.665
9/02/2015,6:30:00 PM,9/02/2015 18:30,33.15,39.09,22.585,14.665
9/02/2015,7:00:00 PM,9/02/2015 19:00,34.84,39.36,22.5,13.415
9/02/2015,7:30:00 PM,9/02/2015 19:30,39.24,41.46,22.335,11.585
9/02/2015,8:00:00 PM,9/02/2015 20:00,34.88,37.33,22.415,10.085
9/02/2015,8:30:00 PM,9/02/2015 20:30,34.08,37.01,21.835,6.165
9/02/2015,9:00:00 PM,9/02/2015 21:00,30.67,32.14,21.915,4.165
9/02/2015,9:30:00 PM,9/02/2015 21:30,30.37,29.29,21.835,7.165
9/02/2015,10:00:00 PM,9/02/2015 22:00,28.01,25.01,22.25,8.835
9/02/2015,10:30:00 PM,9/02/2015 22:30,28.38,23.03,22.335,10.085
9/02/2015,11:00:00 PM,9/02/2015 23:00,28.2,22.71,21.915,10.915
9/02/2015,11:30:00 PM,9/02/2015 23:30,28.25,24.21,21.665,8.75
10/02/2015,12:00:00 AM,10/02/2015 0:00,28,26.99,21.335,4.585
10/02/2015,12:30:00 AM,10/02/2015 0:30,28.01,25.67,20.75,2.585
10/02/2015,1:00:00 AM,10/02/2015 1:00,27.77,25.22,19,1.585
10/02/2015,1:30:00 AM,10/02/2015 1:30,25.69,23.23,17.085,1.665
10/02/2015,2:00:00 AM,10/02/2015 2:00,23.58,21.58,18,2.75
10/02/2015,2:30:00 AM,10/02/2015 2:30,21.69,20.03,20.335,4
10/02/2015,3:00:00 AM,10/02/2015 3:00,22.8,20.84,19.415,3.335
10/02/2015,3:30:00 AM,10/02/2015 3:30,25.79,22.98,18.335,1.415
10/02/2015,4:00:00 AM,10/02/2015 4:00,19.03,17.93,18.085,2.085
10/02/2015,4:30:00 AM,10/02/2015 4:30,24.57,22.22,17.665,-0.165
10/02/2015,5:00:00 AM,10/02/2015 5:00,26.64,24.08,16.585,0.335
10/02/2015,5:30:00 AM,10/02/2015 5:30,32.37,33.3,14.915,2.335
10/02/2015,6:00:00 AM,10/02/2015 6:00,30.73,33.43,15.165,1.835
10/02/2015,6:30:00 AM,10/02/2015 6:30,33.21,38.95,14.585,2
10/02/2015,7:00:00 AM,10/02/2015 7:00,38.49,44.5,13.5,1.585
10/02/2015,7:30:00 AM,10/02/2015 7:30,35.33,40.78,13.085,3.915
10/02/2015,8:00:00 AM,10/02/2015 8:00,35.17,40.36,13.335,2.085
10/02/2015,8:30:00 AM,10/02/2015 8:30,35.39,40.67,14.165,1.085
10/02/2015,9:00:00 AM,10/02/2015 9:00,36.18,41.88,9.165,1.085
10/02/2015,9:30:00 AM,10/02/2015 9:30,36.72,41.43,8.665,0.75
10/02/2015,10:00:00 AM,10/02/2015 10:00,36.33,40.55,8,-0.165
10/02/2015,10:30:00 AM,10/02/2015 10:30,37.08,41.75,6,0.25
10/02/2015,11:00:00 AM,10/02/2015 11:00,40.92,45.21,3.5,-0.415
10/02/2015,11:30:00 AM,10/02/2015 11:30,37.42,43.23,3.085,4.75
10/02/2015,12:00:00 PM,10/02/2015 12:00,40.12,45.59,2.25,12.665
10/02/2015,12:30:00 PM,10/02/2015 12:30,41.01,45.68,3,10.335
10/02/2015,1:00:00 PM,10/02/2015 13:00,41.58,46.15,2.835,9.75
10/02/2015,1:30:00 PM,10/02/2015 13:30,43.23,46.81,1.415,12.585
10/02/2015,2:00:00 PM,10/02/2015 14:00,43.01,46.83,1.165,19.75
10/02/2015,2:30:00 PM,10/02/2015 14:30,41.58,45.68,1.415,14.75
10/02/2015,3:00:00 PM,10/02/2015 15:00,46.93,51.08,2.085,9.415
10/02/2015,3:30:00 PM,10/02/2015 15:30,47.98,50.68,1.585,11.665
10/02/2015,4:00:00 PM,10/02/2015 16:00,54.58,54.99,4.335,15.25
10/02/2015,4:30:00 PM,10/02/2015 16:30,49.2,53.61,7.25,8.25
10/02/2015,5:00:00 PM,10/02/2015 17:00,49.71,53.72,8.5,11.085
10/02/2015,5:30:00 PM,10/02/2015 17:30,42.51,47.78,8.835,8.335
10/02/2015,6:00:00 PM,10/02/2015 18:00,41.31,45.85,11.165,5.335
10/02/2015,6:30:00 PM,10/02/2015 18:30,39.17,45.2,16.085,2.5
10/02/2015,7:00:00 PM,10/02/2015 19:00,39.94,44.67,14,1.085
10/02/2015,7:30:00 PM,10/02/2015 19:30,42.68,44.72,12,0.835
10/02/2015,8:00:00 PM,10/02/2015 20:00,42.45,44.64,13.165,1.165
10/02/2015,8:30:00 PM,10/02/2015 20:30,41.49,43.91,13.75,2.665
10/02/2015,9:00:00 PM,10/02/2015 21:00,36.91,39.7,17.5,1.585
10/02/2015,9:30:00 PM,10/02/2015 21:30,35.13,37.86,16.085,0.665
10/02/2015,10:00:00 PM,10/02/2015 22:00,31.77,32.2,15.585,1.915
10/02/2015,10:30:00 PM,10/02/2015 22:30,35.11,33.1,15.165,0.5
10/02/2015,11:00:00 PM,10/02/2015 23:00,33.43,31.19,16.085,-0.165
10/02/2015,11:30:00 PM,10/02/2015 23:30,34.26,33.81,15.75,-0.5
11/02/2015,12:00:00 AM,11/02/2015 0:00,33.43,36.36,14.585,-0.5
11/02/2015,12:30:00 AM,11/02/2015 0:30,27.97,28.17,14.415,0.085
11/02/2015,1:00:00 AM,11/02/2015 1:00,28.04,26.26,15.835,-0.165
11/02/2015,1:30:00 AM,11/02/2015 1:30,27.85,24.97,13.085,-0.5
11/02/2015,2:00:00 AM,11/02/2015 2:00,27.86,23.93,14.085,-0.5
11/02/2015,2:30:00 AM,11/02/2015 2:30,24.29,20.96,13,-0.415
11/02/2015,3:00:00 AM,11/02/2015 3:00,23.32,20.14,13.585,-0.5
11/02/2015,3:30:00 AM,11/02/2015 3:30,24.23,20.88,14.835,-0.415
11/02/2015,4:00:00 AM,11/02/2015 4:00,25.42,21.87,16.085,-0.5
11/02/2015,4:30:00 AM,11/02/2015 4:30,28.03,24.25,15.665,-0.5
11/02/2015,5:00:00 AM,11/02/2015 5:00,32.59,28.39,13,-0.5
11/02/2015,5:30:00 AM,11/02/2015 5:30,37.76,39.23,12.5,-0.5
11/02/2015,6:00:00 AM,11/02/2015 6:00,31.86,34.68,11.085,0
11/02/2015,6:30:00 AM,11/02/2015 6:30,38.21,41.98,9.835,0.165
11/02/2015,7:00:00 AM,11/02/2015 7:00,39.77,43.93,8.415,-0.5
11/02/2015,7:30:00 AM,11/02/2015 7:30,41.23,44.52,6.25,-0.5
11/02/2015,8:00:00 AM,11/02/2015 8:00,41.9,45.08,4.585,-0.5
11/02/2015,8:30:00 AM,11/02/2015 8:30,42.3,45.86,5.415,-0.5
11/02/2015,9:00:00 AM,11/02/2015 9:00,41.86,45.99,4.25,-0.5
11/02/2015,9:30:00 AM,11/02/2015 9:30,41.7,45.91,1.665,1.835
11/02/2015,10:00:00 AM,11/02/2015 10:00,41.73,45.75,0.835,2.665
11/02/2015,10:30:00 AM,11/02/2015 10:30,41.79,45.56,0,6.25
11/02/2015,11:00:00 AM,11/02/2015 11:00,41.89,45.99,0,2.585
11/02/2015,11:30:00 AM,11/02/2015 11:30,42.21,47.22,0,-0.25
11/02/2015,12:00:00 PM,11/02/2015 12:00,42.14,47.23,0,-0.5
11/02/2015,12:30:00 PM,11/02/2015 12:30,43.32,48,0,3.585
11/02/2015,1:00:00 PM,11/02/2015 13:00,42.29,46.06,0.085,5.665
11/02/2015,1:30:00 PM,11/02/2015 13:30,45,48.19,0.415,4.25
11/02/2015,2:00:00 PM,11/02/2015 14:00,43.8,45.83,0.75,19.085
11/02/2015,2:30:00 PM,11/02/2015 14:30,46.85,44.31,0.415,17.585
11/02/2015,3:00:00 PM,11/02/2015 15:00,53.79,44.35,0.165,20.415
11/02/2015,3:30:00 PM,11/02/2015 15:30,215.52,19.67,0.585,20.665
11/02/2015,4:00:00 PM,11/02/2015 16:00,299.77,28.35,0.25,31.25
11/02/2015,4:30:00 PM,11/02/2015 16:30,106.07,43.27,7.665,30.085
11/02/2015,5:00:00 PM,11/02/2015 17:00,155.07,40.34,4.665,25.665
11/02/2015,5:30:00 PM,11/02/2015 17:30,131.77,14.13,1.915,28.5
11/02/2015,6:00:00 PM,11/02/2015 18:00,56.99,32.1,0.415,28.335
11/02/2015,6:30:00 PM,11/02/2015 18:30,35.45,28.31,2.665,29.665
11/02/2015,7:00:00 PM,11/02/2015 19:00,34.96,17.99,2.915,34.165
11/02/2015,7:30:00 PM,11/02/2015 19:30,35.69,20.66,3.835,26.75
11/02/2015,8:00:00 PM,11/02/2015 20:00,37.24,33.28,5.75,21.915
11/02/2015,8:30:00 PM,11/02/2015 20:30,34.95,32.02,9.085,24
11/02/2015,9:00:00 PM,11/02/2015 21:00,33.06,29.04,7.75,26
11/02/2015,9:30:00 PM,11/02/2015 21:30,31.42,24.82,7.835,26.665
11/02/2015,10:00:00 PM,11/02/2015 22:00,24.79,16.71,6.665,24.585
11/02/2015,10:30:00 PM,11/02/2015 22:30,31.71,13.7,7.25,26.085
11/02/2015,11:00:00 PM,11/02/2015 23:00,29.62,13.7,6.915,32.5
11/02/2015,11:30:00 PM,11/02/2015 23:30,30.39,16.43,6.665,33.585
12/02/2015,12:00:00 AM,12/02/2015 0:00,31.48,27.22,5.5,31.665
12/02/2015,12:30:00 AM,12/02/2015 0:30,27.99,22.34,5.665,31.835
12/02/2015,1:00:00 AM,12/02/2015 1:00,27.43,19.28,4.665,34.585
12/02/2015,1:30:00 AM,12/02/2015 1:30,25.09,14.11,4.5,33.085
12/02/2015,2:00:00 AM,12/02/2015 2:00,23.65,14.03,2.665,32.75
12/02/2015,2:30:00 AM,12/02/2015 2:30,23.78,12.25,0.085,32.165
12/02/2015,3:00:00 AM,12/02/2015 3:00,24.37,10.2,0.335,34.165
12/02/2015,3:30:00 AM,12/02/2015 3:30,24.41,9.22,0,31.835
12/02/2015,4:00:00 AM,12/02/2015 4:00,25.43,11.65,0,33.085
12/02/2015,4:30:00 AM,12/02/2015 4:30,27.47,12.41,1.915,38.085
12/02/2015,5:00:00 AM,12/02/2015 5:00,31.16,13.18,1.085,35.75
12/02/2015,5:30:00 AM,12/02/2015 5:30,40.56,13.87,0,32.5
12/02/2015,6:00:00 AM,12/02/2015 6:00,37.09,14.55,0,27.75
12/02/2015,6:30:00 AM,12/02/2015 6:30,38.08,31.26,0,39.335
12/02/2015,7:00:00 AM,12/02/2015 7:00,41.24,38.9,0,36.165
12/02/2015,7:30:00 AM,12/02/2015 7:30,35.11,32.63,0,44
12/02/2015,8:00:00 AM,12/02/2015 8:00,34.85,31.56,0,53.335
12/02/2015,8:30:00 AM,12/02/2015 8:30,35.06,28.36,0.085,65.165
12/02/2015,9:00:00 AM,12/02/2015 9:00,35.34,30.61,2.165,68.165
12/02/2015,9:30:00 AM,12/02/2015 9:30,34.96,29.35,2.75,61.25
12/02/2015,10:00:00 AM,12/02/2015 10:00,35.31,29.26,3.665,57.75
12/02/2015,10:30:00 AM,12/02/2015 10:30,37.99,37,5.835,51.915
12/02/2015,11:00:00 AM,12/02/2015 11:00,41.73,41.1,4.25,50.915
12/02/2015,11:30:00 AM,12/02/2015 11:30,41.86,43.05,4.415,54.085
12/02/2015,12:00:00 PM,12/02/2015 12:00,41.82,44.92,7.835,54.25
12/02/2015,12:30:00 PM,12/02/2015 12:30,41.89,45.54,10.25,55.835
12/02/2015,1:00:00 PM,12/02/2015 13:00,41.84,44.67,12.335,57.335
12/02/2015,1:30:00 PM,12/02/2015 13:30,39.62,48.98,16.165,59.585
12/02/2015,2:00:00 PM,12/02/2015 14:00,35.19,51.99,2.665,61.915
12/02/2015,2:30:00 PM,12/02/2015 14:30,34.49,50.31,3.415,62.835
12/02/2015,3:00:00 PM,12/02/2015 15:00,34.69,54.98,21.25,62.585
12/02/2015,3:30:00 PM,12/02/2015 15:30,35.5,54.99,21.585,63.165
12/02/2015,4:00:00 PM,12/02/2015 16:00,34.99,54.99,22.5,64
12/02/2015,4:30:00 PM,12/02/2015 16:30,33.53,58.4,22.25,64.585
12/02/2015,5:00:00 PM,12/02/2015 17:00,35.28,54.99,21.835,63.915
12/02/2015,5:30:00 PM,12/02/2015 17:30,33.07,112.9,21.915,64.335
12/02/2015,6:00:00 PM,12/02/2015 18:00,31.53,55.27,22.085,61.165
12/02/2015,6:30:00 PM,12/02/2015 18:30,32.01,138.19,21.335,59.75
12/02/2015,7:00:00 PM,12/02/2015 19:00,33.51,50.49,21.165,65.5
12/02/2015,7:30:00 PM,12/02/2015 19:30,35.16,50.49,21.75,63.915
12/02/2015,8:00:00 PM,12/02/2015 20:00,34.61,50.49,19.335,63.835
12/02/2015,8:30:00 PM,12/02/2015 20:30,35.46,42.22,18.415,64.835
12/02/2015,9:00:00 PM,12/02/2015 21:00,32.61,36.99,18.665,63.585
12/02/2015,9:30:00 PM,12/02/2015 21:30,30.47,30.94,16.085,58.335
12/02/2015,10:00:00 PM,12/02/2015 22:00,28.06,24.06,18,55.665
12/02/2015,10:30:00 PM,12/02/2015 22:30,29.46,24.22,19.835,54.085
12/02/2015,11:00:00 PM,12/02/2015 23:00,28.5,24.06,20.415,50.835
12/02/2015,11:30:00 PM,12/02/2015 23:30,28.26,23.59,19.75,47.75
13/02/2015,12:00:00 AM,13/02/2015 0:00,27.97,24.96,16.5,39.915
13/02/2015,12:30:00 AM,13/02/2015 0:30,26.73,23.55,11.835,34.335
13/02/2015,1:00:00 AM,13/02/2015 1:00,25,21.3,10.75,31.665
13/02/2015,1:30:00 AM,13/02/2015 1:30,22.22,18.27,12.085,24.835
13/02/2015,2:00:00 AM,13/02/2015 2:00,18.96,13.99,21.5,21.75
13/02/2015,2:30:00 AM,13/02/2015 2:30,18.52,13.34,20.335,24.085
13/02/2015,3:00:00 AM,13/02/2015 3:00,18.96,12.91,16.665,22
13/02/2015,3:30:00 AM,13/02/2015 3:30,18.96,10.44,12.665,16.415
13/02/2015,4:00:00 AM,13/02/2015 4:00,18.96,11.3,15.665,14
13/02/2015,4:30:00 AM,13/02/2015 4:30,22.07,12.62,12.915,14.335
13/02/2015,5:00:00 AM,13/02/2015 5:00,26.68,16.08,10.085,13.915
13/02/2015,5:30:00 AM,13/02/2015 5:30,31.85,20.21,10.085,19.335
13/02/2015,6:00:00 AM,13/02/2015 6:00,28,21.43,6.915,15
13/02/2015,6:30:00 AM,13/02/2015 6:30,31.04,26.34,5.5,11.165
13/02/2015,7:00:00 AM,13/02/2015 7:00,34.26,31.15,4,12
13/02/2015,7:30:00 AM,13/02/2015 7:30,33.65,31.11,3.25,7.75
13/02/2015,8:00:00 AM,13/02/2015 8:00,34.2,32.49,2.915,3
13/02/2015,8:30:00 AM,13/02/2015 8:30,36.21,35.84,4.665,1.25
13/02/2015,9:00:00 AM,13/02/2015 9:00,35.18,34.8,5.085,0.415
13/02/2015,9:30:00 AM,13/02/2015 9:30,36.94,37.06,6,-0.085
13/02/2015,10:00:00 AM,13/02/2015 10:00,34.83,34.29,8.835,-0.25
13/02/2015,10:30:00 AM,13/02/2015 10:30,117.79,4342.64,11.75,1.415
13/02/2015,11:00:00 AM,13/02/2015 11:00,35.26,29.82,12.75,1
13/02/2015,11:30:00 AM,13/02/2015 11:30,34.88,33.85,8.585,0.5
13/02/2015,12:00:00 PM,13/02/2015 12:00,35.14,39.95,5.915,-0.335
13/02/2015,12:30:00 PM,13/02/2015 12:30,38.21,44.09,5.085,5.335
13/02/2015,1:00:00 PM,13/02/2015 13:00,39.76,44.24,6.665,7.915
13/02/2015,1:30:00 PM,13/02/2015 13:30,37.2,41.07,6.665,5.085
13/02/2015,2:00:00 PM,13/02/2015 14:00,39.72,45.4,6.25,7
13/02/2015,2:30:00 PM,13/02/2015 14:30,35.61,43.45,6.415,1.75
13/02/2015,3:00:00 PM,13/02/2015 15:00,35.9,45.63,8.415,5
13/02/2015,3:30:00 PM,13/02/2015 15:30,35.65,40.19,9.585,1.665
13/02/2015,4:00:00 PM,13/02/2015 16:00,36.78,41.85,10.335,10.5
13/02/2015,4:30:00 PM,13/02/2015 16:30,33.03,37,13,22.585
13/02/2015,5:00:00 PM,13/02/2015 17:00,32.87,38.03,14.665,18.415
13/02/2015,5:30:00 PM,13/02/2015 17:30,29.57,33.43,18,17.415
13/02/2015,6:00:00 PM,13/02/2015 18:00,29.23,31.14,17.5,29.165
13/02/2015,6:30:00 PM,13/02/2015 18:30,28.02,29.6,15.915,20.665
13/02/2015,7:00:00 PM,13/02/2015 19:00,35.87,37.91,13.915,9.165
13/02/2015,7:30:00 PM,13/02/2015 19:30,31.79,33.59,15.5,0
13/02/2015,8:00:00 PM,13/02/2015 20:00,29.39,34.7,16.75,-0.5
13/02/2015,8:30:00 PM,13/02/2015 20:30,28.08,30.77,15.415,0.165
13/02/2015,9:00:00 PM,13/02/2015 21:00,27.96,26.24,14.415,1.665
13/02/2015,9:30:00 PM,13/02/2015 21:30,28.66,24.05,12.835,15.915
13/02/2015,10:00:00 PM,13/02/2015 22:00,27.16,16.1,13.665,43.25
13/02/2015,10:30:00 PM,13/02/2015 22:30,26.63,14.4,14.415,26.75
13/02/2015,11:00:00 PM,13/02/2015 23:00,26.12,13.56,15.085,9.085
13/02/2015,11:30:00 PM,13/02/2015 23:30,25.21,10.48,14.75,1.5
14/02/2015,12:00:00 AM,14/02/2015 0:00,23.78,13.74,13.5,-0.5
14/02/2015,12:30:00 AM,14/02/2015 0:30,23.71,13.93,14.335,-0.5
14/02/2015,1:00:00 AM,14/02/2015 1:00,24.49,14.3,12.165,-0.415
14/02/2015,1:30:00 AM,14/02/2015 1:30,22.46,17.02,13.165,-0.5
14/02/2015,2:00:00 AM,14/02/2015 2:00,18.96,15.35,12,-0.165
14/02/2015,2:30:00 AM,14/02/2015 2:30,18.15,14.4,11.915,-0.335
14/02/2015,3:00:00 AM,14/02/2015 3:00,18.18,14.66,10.585,-0.415
14/02/2015,3:30:00 AM,14/02/2015 3:30,17.33,14.08,5.835,3.915
14/02/2015,4:00:00 AM,14/02/2015 4:00,17.38,14.1,2.5,6.835
14/02/2015,4:30:00 AM,14/02/2015 4:30,18.72,14.03,5.75,16.5
14/02/2015,5:00:00 AM,14/02/2015 5:00,18.96,13.79,8.5,27.5
14/02/2015,5:30:00 AM,14/02/2015 5:30,18.96,13.56,8.25,34
14/02/2015,6:00:00 AM,14/02/2015 6:00,18.96,12.46,5.835,24.585
14/02/2015,6:30:00 AM,14/02/2015 6:30,21.96,13.75,3.415,21.5
14/02/2015,7:00:00 AM,14/02/2015 7:00,25.28,14.03,4.165,19.5
14/02/2015,7:30:00 AM,14/02/2015 7:30,27.96,14.55,5.335,15.75
14/02/2015,8:00:00 AM,14/02/2015 8:00,27.97,14.69,2.415,10.415
14/02/2015,8:30:00 AM,14/02/2015 8:30,28.62,15.02,0.415,6.585
14/02/2015,9:00:00 AM,14/02/2015 9:00,30.66,15.06,0,3.835
14/02/2015,9:30:00 AM,14/02/2015 9:30,32.62,19.58,0,1.585
14/02/2015,10:00:00 AM,14/02/2015 10:00,28.84,15.36,0,-0.165
14/02/2015,10:30:00 AM,14/02/2015 10:30,30.35,15.77,0.585,-0.5
14/02/2015,11:00:00 AM,14/02/2015 11:00,31.44,28.12,1.835,-0.5
14/02/2015,11:30:00 AM,14/02/2015 11:30,29.01,28.44,4.165,-0.5
14/02/2015,12:00:00 PM,14/02/2015 12:00,28.56,27.88,5.085,0.75
14/02/2015,12:30:00 PM,14/02/2015 12:30,28.56,36.24,6.665,1.585
14/02/2015,1:00:00 PM,14/02/2015 13:00,28.08,36.04,4.5,2.5
14/02/2015,1:30:00 PM,14/02/2015 13:30,32.91,38.3,3.585,3.085
14/02/2015,2:00:00 PM,14/02/2015 14:00,32.26,38.11,1.585,4.665
14/02/2015,2:30:00 PM,14/02/2015 14:30,32.14,40.27,1.165,5.085
14/02/2015,3:00:00 PM,14/02/2015 15:00,32.57,46.32,2.75,2.75
14/02/2015,3:30:00 PM,14/02/2015 15:30,30.43,45.31,1.335,4.25
14/02/2015,4:00:00 PM,14/02/2015 16:00,34.18,45.99,0.915,9
14/02/2015,4:30:00 PM,14/02/2015 16:30,32.1,47.32,0,11.5
14/02/2015,5:00:00 PM,14/02/2015 17:00,32.12,45.99,0,16.165
14/02/2015,5:30:00 PM,14/02/2015 17:30,29.99,45.99,0.665,12.75
14/02/2015,6:00:00 PM,14/02/2015 18:00,29.29,45.99,5.085,15.5
14/02/2015,6:30:00 PM,14/02/2015 18:30,28.07,64.99,0.915,12.835
14/02/2015,7:00:00 PM,14/02/2015 19:00,32.42,64.99,0,11.75
14/02/2015,7:30:00 PM,14/02/2015 19:30,30.4,69.99,0,13
14/02/2015,8:00:00 PM,14/02/2015 20:00,29.11,64.99,0,19.25
14/02/2015,8:30:00 PM,14/02/2015 20:30,28.06,58.32,0,24.165
14/02/2015,9:00:00 PM,14/02/2015 21:00,28,48.82,0,29.085
14/02/2015,9:30:00 PM,14/02/2015 21:30,28.03,54.98,0,38.415
14/02/2015,10:00:00 PM,14/02/2015 22:00,28.03,46.99,0,33.585
14/02/2015,10:30:00 PM,14/02/2015 22:30,28.24,35.64,0,31.335
14/02/2015,11:00:00 PM,14/02/2015 23:00,27.57,30.88,0.915,34.415
14/02/2015,11:30:00 PM,14/02/2015 23:30,24.37,21.41,3.165,36.165
15/02/2015,12:00:00 AM,15/02/2015 0:00,24.03,21.85,4.585,34.165
